0, 288.149993896484
10, 288.068756103516
20, 287.987487792969
30, 287.90625
40, 287.824981689453
50, 287.743743896484
60, 287.662506103516
70, 287.581237792969
80, 287.5
90, 287.418762207031
100, 287.337524414063
110, 287.256256103516
120, 287.175018310547
130, 287.093780517578
140, 287.012512207031
150, 286.931274414063
160, 286.850036621094
170, 286.768798828125
180, 286.687530517578
190, 286.606292724609
200, 286.525054931641
210, 286.443817138672
220, 286.362579345703
230, 286.281341552734
240, 286.200073242188
250, 286.118835449219
260, 286.03759765625
270, 285.956359863281
280, 285.875122070313
290, 285.793884277344
300, 285.712646484375
310, 285.631408691406
320, 285.550170898438
330, 285.468902587891
340, 285.387664794922
350, 285.306427001953
360, 285.225189208984
370, 285.143951416016
380, 285.062713623047
390, 284.981475830078
400, 284.900238037109
410, 284.819000244141
420, 284.737762451172
430, 284.656524658203
440, 284.575317382813
450, 284.494079589844
460, 284.412841796875
470, 284.331604003906
480, 284.250366210938
490, 284.169128417969
500, 284.087890625
510, 284.006652832031
520, 283.925415039063
530, 283.844177246094
540, 283.762969970703
550, 283.681732177734
560, 283.600494384766
570, 283.519256591797
580, 283.438018798828
590, 283.356811523438
600, 283.275573730469
610, 283.1943359375
620, 283.113098144531
630, 283.031890869141
640, 282.950653076172
650, 282.869415283203
660, 282.788177490234
670, 282.706970214844
680, 282.625732421875
690, 282.544494628906
700, 282.463287353516
710, 282.382049560547
720, 282.300811767578
730, 282.219604492188
740, 282.138366699219
750, 282.05712890625
760, 281.975921630859
770, 281.894683837891
780, 281.8134765625
790, 281.732238769531
800, 281.651000976563
810, 281.569793701172
820, 281.488555908203
830, 281.407348632813
840, 281.326110839844
850, 281.244903564453
860, 281.163665771484
870, 281.082458496094
880, 281.001220703125
890, 280.920013427734
900, 280.838775634766
910, 280.757568359375
920, 280.676330566406
930, 280.595123291016
940, 280.513916015625
950, 280.432678222656
960, 280.351470947266
970, 280.270233154297
980, 280.189025878906
990, 280.107818603516
1000, 280.026580810547
1010, 279.945373535156
1020, 279.864166259766
1030, 279.782928466797
1040, 279.701721191406
1050, 279.620513916016
1060, 279.539276123047
1070, 279.458068847656
1080, 279.376861572266
1090, 279.295623779297
1100, 279.214416503906
1110, 279.133209228516
1120, 279.052001953125
1130, 278.970764160156
1140, 278.889556884766
1150, 278.808349609375
1160, 278.727142333984
1170, 278.645935058594
1180, 278.564727783203
1190, 278.483489990234
1200, 278.402282714844
1210, 278.321075439453
1220, 278.239868164063
1230, 278.158660888672
1240, 278.077453613281
1250, 277.996246337891
1260, 277.9150390625
1270, 277.833801269531
1280, 277.752593994141
1290, 277.67138671875
1300, 277.590179443359
1310, 277.508972167969
1320, 277.427764892578
1330, 277.346557617188
1340, 277.265350341797
1350, 277.184143066406
1360, 277.102935791016
1370, 277.021728515625
1380, 276.940521240234
1390, 276.859313964844
1400, 276.778106689453
1410, 276.696899414063
1420, 276.61572265625
1430, 276.534515380859
1440, 276.453308105469
1450, 276.372100830078
1460, 276.290893554688
1470, 276.209686279297
1480, 276.128479003906
1490, 276.047271728516
1500, 275.966064453125
1510, 275.884887695313
1520, 275.803680419922
1530, 275.722473144531
1540, 275.641265869141
1550, 275.56005859375
1560, 275.478881835938
1570, 275.397674560547
1580, 275.316467285156
1590, 275.235260009766
1600, 275.154083251953
1610, 275.072875976563
1620, 274.991668701172
1630, 274.910491943359
1640, 274.829284667969
1650, 274.748077392578
1660, 274.666870117188
1670, 274.585693359375
1680, 274.504486083984
1690, 274.423309326172
1700, 274.342102050781
1710, 274.260894775391
1720, 274.179718017578
1730, 274.098510742188
1740, 274.017333984375
1750, 273.936126708984
1760, 273.854919433594
1770, 273.773742675781
1780, 273.692535400391
1790, 273.611358642578
1800, 273.530151367188
1810, 273.448974609375
1820, 273.367767333984
1830, 273.286590576172
1840, 273.205383300781
1850, 273.124206542969
1860, 273.042999267578
1870, 272.961822509766
1880, 272.880615234375
1890, 272.799438476563
1900, 272.71826171875
1910, 272.637054443359
1920, 272.555877685547
1930, 272.474670410156
1940, 272.393493652344
1950, 272.312316894531
1960, 272.231109619141
1970, 272.149932861328
1980, 272.068725585938
1990, 271.987548828125
2000, 271.906372070313
2010, 271.8251953125
2020, 271.743988037109
2030, 271.662811279297
2040, 271.581634521484
2050, 271.500427246094
2060, 271.419250488281
2070, 271.338073730469
2080, 271.256896972656
2090, 271.175720214844
2100, 271.094512939453
2110, 271.013336181641
2120, 270.932159423828
2130, 270.850982666016
2140, 270.769775390625
2150, 270.688598632813
2160, 270.607421875
2170, 270.526245117188
2180, 270.445068359375
2190, 270.363891601563
2200, 270.28271484375
2210, 270.201538085938
2220, 270.120361328125
2230, 270.039154052734
2240, 269.957977294922
2250, 269.876800537109
2260, 269.795623779297
2270, 269.714447021484
2280, 269.633270263672
2290, 269.552093505859
2300, 269.470916748047
2310, 269.389739990234
2320, 269.308563232422
2330, 269.227386474609
2340, 269.146209716797
2350, 269.065032958984
2360, 268.983856201172
2370, 268.902679443359
2380, 268.821533203125
2390, 268.740356445313
2400, 268.6591796875
2410, 268.578002929688
2420, 268.496826171875
2430, 268.415649414063
2440, 268.33447265625
2450, 268.253295898438
2460, 268.172149658203
2470, 268.090972900391
2480, 268.009796142578
2490, 267.928619384766
2500, 267.847442626953
2510, 267.766296386719
2520, 267.685119628906
2530, 267.603942871094
2540, 267.522766113281
2550, 267.441589355469
2560, 267.360443115234
2570, 267.279266357422
2580, 267.198089599609
2590, 267.116943359375
2600, 267.035766601563
2610, 266.95458984375
2620, 266.873443603516
2630, 266.792266845703
2640, 266.711090087891
2650, 266.629943847656
2660, 266.548767089844
2670, 266.467590332031
